clean_text,category
there exact date the launch modi april will start from april ,1.0
ask modi about israel will get answer,0.0
and btw supreme court gave clean chit narendra modi burnol ,1.0
why extradition nirav modi would take time ,0.0
uneducated aurat dharti par bojh you dont know then dont post like that the minister responsible for department space none other than narendra modi ,1.0
"tds naya matlab terrorists
destruction source jai army bjp modi ",0.0
follow your gods and god men follow your political heroes what’ the point belittling someone you don’ know much about and where the hell has rahul dropped this discussion this not modi rahul try being neutral for once,1.0
new space team modi who will guide isro and drdo and will report directly modi ,1.0
finally you come with this have lost hope intelligent argument can done with any modi supporterseriously,1.0
modi waives off loan business tycoons raga ,0.0
the congress and its sympathisers have failed come with any proof that could implicate the government gopal krishna agarwal writes ,-1.0
modi helped swamy with documents without pmo nothing moves esp this pmo all powerful since and suits modi target his own party via swamy few leaders bjp were pally queen harlot after bjp lost 2009 elections they succumbed queen harlot,1.0
whatever you are against congress doesnt mean you can blindly support his opposition you are against modi then you are against india whatever whatever context plain stupidity and shouldnt supported statements like these are affecting the secularism,-1.0
now even crore not enough arrange modi rallythey have bring people from neighboring countries who will hear rheotorics again and again even bhakts may run away,0.0
what brainless creature you are did you even listen modis whole speech give analogy the amount black money stashed foreign banks modi said that lakh thing free internet milgaya hai kuch bhi liko qur bolo,1.0
modi’ skill india raga’ kill india,0.0
sahi kaharagdo modi kobut rahul saamne comparisonab main tweet aata hunnyay wrong step current budgeting environmentsubsidy regimewhich still hold after much rhetorical banter with yourather ask rahul give universal job guarantee and take vote,-1.0
"huge fan modi gujarat offers free ‘modi pede’
",1.0
rahul gabdhi wants see dependant india thats why distribute freebies but modi believea independent india thats why does his best for make india ,1.0
and modi was then the understudy advani ,0.0
you know what ill happy modi get elected endia countdown shro hojaye ,1.0
"sir
this amount goes government not modis pocket tell how possible construct 3000cr statue without collecting such amount from public",0.0
dont know whether muslims hate modi not but dont want him continue prime minister,-1.0
"ham hai sir you dont worry are voting for lotus flowers
namo again
fhir baar modi sarkar",0.0
are indians fool stupid tht they cant thru modi’ optics tactics they refuse see keeping quiet waiting answer ballot box wish the last action everyone’ mind heart,-1.0
even today one take serious about modi then jaitlie sorry ask him keep quiet otherwise continue the same the bjp wont cross seats,-1.0
really dont teach modi about hindu dharma better knows ,1.0
modi wave india somuch can only choose only non bjp state and where bjp not very strong avoid losing election hence baaga rahul ameti wayand dont know how safe this seat for him relatively yes compared any other consituency,1.0
there are all the tip that modi jis popularity sky rocketing everyday ,-1.0
can make stories that bill gates uncle and modi relative can you imagine ,0.0
might thought you are going another vijay mallya nirav modi had tried this also just gives peach for days then back square one,0.0
will happy surprised but the ground reports show that urban voter still modi bhakt rural voter angry with govt but not yet made mind support inc left hope that inc works hard the ground,1.0
begins addressing the nation says india has established itself space power ,0.0
the taking second shot removing the percountry limit green cards through bill 1044 ,-1.0
there doubt pmmodiji honesty respect him and thankful him for his hard work achived potential gain years but need him replace all corrupted leaders from bjp they remain will damage the honesty bjpwe need more leaders like modi ,1.0
hello aka ak49 how about giving aap election tickets kapil mishra and kumar vishwas rather than criticizing modi for advani mind your own business brainless thug india ,1.0
bhai skin doctor daily travel uber and try get the feel the modi factor most the driver are with modi but baat maanni pdegi leftist propaganda hum right wingers accha failate hai mtlb news feed dekhta modi khilaaf bhot log hai confuse hogya ,1.0
normally dont like talk about cricketers politics but seeing his skills glad note that currently the best cricketer politician india for should made the prime ministerial candidate from bjp 2019 elections keeping modi behind ,1.0
head space department modi itself whom you want congratulate instead him kejdiwal,0.0
being youngster know that you and your family had fooled india for past years want modi dont want doles,-1.0
what the problem these comedians these days any one giving respect some one specially modi then every one just charge him why outrage supporting rahul gandhi like piddi are you paid dog too ,1.0
"really but kept cold storage the same party for years
aint funny modi cant take credit for the leap in2the superleague but everyone the congress from chornehru2chichorarahulall the menials between including their driverssweeperswasherman masseurs can",-1.0
its better being bhakt modi instead being kcrs bakra ,1.0
congress twitter handle congratulated the scientists and the government for and credited late prime minister jawaharlal nehru for establishing the space research organisation ,-1.0
hearing reports missing voters from electoral rolls thats the case has india crossed the point return wherein modi will become like dear leader kim jongun whats the real story,0.0
modi doesnt care about the farmers only cares about the rich wheres the loan waiver for farmers ,1.0
"gandhi who has been entrusted with taking final call the coalition with aap will hear out senior leaders and their stand the issue
follow live updates here ",1.0
appreciated you the leader and expecting 2019 instead fake modi the chowdhar ambani adani this chai wala always talking about beefcow there development india except adanis doing great job really working hard ,1.0
year 2030 rahul gandhi joins bjp under the presence narendra modi,0.0
stop watchin the fake news watch the proper news modi demonetisation the biggest flop the pulwama attack only ppl like can fooled,-1.0
only foolish opposition will ridicule countrys achievement fight modi not ridicule the country,0.0
modi announces india’ arrival space super power modi announces india’ arrival space super power narendra modi wednesday addressed the nation announced that india has successfully tested antisatellite missile the fourth country … ,1.0
have already decided press nota doesnt matter what promise any party makes bcoz the end day all parties are same modi may criticize upa policies but carried them ahead,0.0
congratulations modi taking india the global space world,0.0
what you say about the modi irrevocabal voice,0.0
now have the basanti threatening the nation modi jitao varnaa chal dhannooooooo ाेशबचा,0.0
how you know italian christan muslim thief crowds are paid not modijust shut ,0.0
after asat testing modi asks doval prepare draft space doctrine now ,0.0
were you not able see were you sleeping did you eat biryani may you had beef biryani and slept here our people died said ,-1.0
dear sir congress giving nayay for last 70yrs the poor people but provety became increases continued real nayay let handle people modi,-1.0
modi will big announcement after announcement ,0.0
"tape recorder nahin track recorder dekho
modi jis one liners are amazing ",1.0
may you should find better job other than blaming modi aapne cctv lagwaye achi baat hai every thing you starts with criticism modi which honestly annoying read not modi fan but your tweets run its own kind childish politics,1.0
articulating whats the mind all followers modi hes young has discretion shows off noticed and did get noticed right dont worry slowly surely will realise his folly might just too late for the country for him,1.0
very happy join modi appeals professionals join mai bhi chowkidar campaign ,1.0
meets top ministers security ahead address nation prime minister narendra modi tweeted short while ago that would soon address the nation with important message unusual for prime minister address… ,1.0
looks like this witch can never get enough falsely accusing people modi has spoken publicly the issue explained his actions those the neighbouring congress administrated states smashed egg diggis face over this but cockroaches gonna cockroach ,-1.0
congratulations fellow indians takes thousands man hours for group scientists and engineers give such idea physical shape salute all those people and please modi iske dhindora mat peetna chalu karna apni rallies ,0.0
never ever underestimate your enemy opponent you have lost three major state recently rajasthan all chor are together fighting against modi,1.0
everything clear and india the path where first time the global history one man had made difference dear indians vote with such flow that 500 seats come narendra modis court,1.0
arresting political stunt thinks tough line internal security should accompany tough line concern here not security either but votes guess what people are not falling for the bait ,-1.0
everyone kbows that modi cannot make bulf promisehe promises which can done himsecondly what cong has announced that can also fulfilled but outcome the same will disaster the economy health nation,0.0
the modi government had earlier told the court that electoral bonds will promote transparency but refuted the claims ,0.0
was unable walk and can now walk hail jesus mean modi,-1.0
someone should ask rahul that until 2014 during upa india did not had enough money buy even rafale aircraft badly needed during last years something must have changed for believe there enough money pay 72k everyone this infact acredition modi govt,-1.0
don’ stress yourself too much modi indirectly contesting from all seats for bjp ,1.0
the central government the congress arena never took negative stand even ghulam nabi azad retracted his statement calling homosexuals diseased rahul sonia came out and stood against section 377 they werent quiet like maun modi,-1.0
who told you bath once week modi some rss terrorist take gusul that intense shower daily google and obulution times day for nimaz you ignorant fool don’ put your slanders research,1.0
please not try teach these liberandus fake secular people they need criticize modi every time their job,-1.0
tell them modi will himalayas,0.0
they will ask questions modi even for murder local goon but credit for anything good yes our forces and organizations were there missing was leadership and decision taking capability modi standing rock solid behind forces ,1.0
thanks and would still want modi out next ,1.0
can’ even say during modi raaj that’ how bad ,-1.0
get real guys matter how uncomfortable and desperate congress slaves and other parties feel the reality modi will return prime minister india for second term well the masses are not blind like few who cant see the change,-1.0
lot right things need told isnt ,1.0
"scene from the teaser that like peace causes wisdom
and hope you rest hard work
❤❤❤❤ ",-1.0
bravo the pretty young girl otherwise quiet nature prianka gaining momentum for her soft spoken styles attrracting crowds and shortly got the better modi who getting lost orgy arrogance his uncalled for noisy speeches unpalatable taste ,1.0
"one pertinent and important point your tweet bjp will lose badly because they put all their eggs one basket called modi
thats suicidal every you are the richest party the world
unless decides think otherwise ",-1.0
credible sources say narendra modi movie premiered every channel the country,1.0
"people india knows who theatre and who real
you can also had this theatrical win this test was done time while inc power pachtaaye hot kya jab chidiya chug gayi khet many congratulations for this big win taking india 4th place vande matram ",1.0
"there not single parameter which modi govt scored above average for their performance
here the complete results dont forget normal surveys cover sample size 25000 30000 ppl this bigger sample size ",1.0
"jumle baaz nahifeku lootu party hai
like leach they have suck our bloodsince many years
they not ready let modi naam namak inkay upper dalna jaroori hai agar insay chutkara pana hai ",1.0
these the ones which modi imports are they the najayaz aulads the imported ones,0.0
its done shah modi and santosh dont blame ashok need change last moment after party high command told her open office for herself and campaign,1.0
nowadays world leaders are watching indias each and every move its contributions are becoming more significant after modi became the this never happened before,1.0
srategies bloody syrategie world here emotions mere cacuclations additions substractions our nsa modi 1of best such caluclations world ,-1.0
"leader gujarat arrest warrant over rs400 crore fisheries under the then narendra govt
",-1.0
when phenku modi doing same thing davos india population 600 crore preparing tea from drain gas then you never realize this badnami math science geography people are getting fed with you people drama antics lies,0.0
sitaram yechurys wife seema chisti who the editor indian express hence all articles indian express are anti modi and bjp,0.0
whats positive campaign bjp are they just hoping modi speeches will bring them votes,1.0
these dynasts have only selfish motives aur modi ,-1.0
with you modi not god,0.0
yes after being cheated modi that status was being removed for all states basically got deceived modi,0.0
"show cause notion use ’ jumla show that’ born wih modi com’ know what ban them from election atleast ban them from any sort campign from online road etc
notice won’ work",0.0
hear you modi keep the good work ,1.0
jagan said true was due modi ilyou jaffas dont know anything,1.0
heres golden rule for all indian politicians that includes everyone from modi raga owaisi etc dont bash pakistan for electoral gains hindutvawadis doing wrong should oppose owaisi doing too that you dont want hypocrite,-1.0
press conference questions for our modi will answer ,0.0
india shot down satellite modi says shifting balance power asia via nytimes ☞ ,-1.0
huge success this moment pride for all indians modi ,1.0
those who wish study crafts disinformation spoken words rajnath are best example modi are making fool their nation mrs gandhis truth lies bangladesh while balakot had one crow few trees being turned hundreds terrorist killed just win elections ,1.0
yes saw that too brave gutsy bold time when entire bollywood flies delhi supplicate modi she really stands out ,1.0
modi blasts congress and its allies for their misdeeds they wanted impeach the cji they tried curb media freedom and now blaming modi ,0.0
even copy the voice modiyou cant become ,0.0
kcr joins issue with modi surgical strikes claims upa carried out such attacks ,0.0
dhokha modi will bounce back sir ,0.0
one more step towards strengthening more indias defence capabilities great work congratulations  narendra modi says india shot down loworbit satellite ,1.0
one scum backs another well thats exactly why you back modi,-1.0
prosecution says nirav modi may destroy evidence fly out hearing underway london india news the indian express ,1.0
that case they are directly not working for modi corporators and mla dont participate will take care them bbmp elections,-1.0
why you think choose rahul over modi when criticised both bjp and congress rahul has one quality that modi never had least listens for once unlike modi who does laffazi all the time,-1.0
rahul gandhi mocks modi for ‘drama’ around announcement ‘mission shakti’ ,0.0
not wishing death modis opponents what saying not crime constitution gives him right speak his mind lawyer the way your yardstick lot wrong things have been said about modi what should done about that,-1.0
fake why did you too reveal not too personal ,-1.0
come india you have soo much concern instead abusing people twitter stay india and understand the ground realities you have problems with modi announcing about missionshakti through what drdo scientists spoke the interviews they are giving credit,1.0
bumper win with 400 seats 2019 bjpjai hind jai bjp jai modi ,1.0
didnt heard once the name india modi while the elections here pak,0.0
where lakh and doing great work they give words things which possible not like modi feku,1.0
let them abuse who cares except paki btw modi has given sleepless nights sick pakistan and this sufficient,-1.0
vijay maliya for nerav modi for lalit modi for mehul chokace for rafael fighter jets corruption for modi hai mumkin hai,0.0
isme modi kyu gaya beech youbare trying sentimental here,-1.0
cudnt have waited few minutes making that disgusting tweet modi came air ,-1.0
the fact army ran from doklam with their tales between their legsthe chinese had give last warningmodi had choice but army’ presence have proof,0.0
this massive admission congress that they are scared that rahul running away from amethi modi demonstrated his strength that had guts win from both seats rahul scared winning from even one seat only mentalky bankrupt will spin the argument,1.0
yeah have been modi modi but what remain same your life has been you forget about this shit elections and work yourself make yourself better those who worry about elections are those who dont have any work let the shit ,1.0
liberal aunties snatched from modi 27th feb ,0.0
sab bokhalaye hue modi you dont worry and ignore this,0.0
the way again ,0.0
"csk all other teams fan base
sbko aise lgta everything one thinks that hisher team perfect and other teams follower are trying compete them but its not true
but
modi all happening for real",-1.0
modi mocked mgnrega failed understand cong govts employment generation scheme rahul gandhi bundi rajasthan,-1.0
ask himwhere does think hell directly transfer the money intothe accounts that modi opened for the poor ,-1.0
dhakkan hootiya this same amount has been gifted your god modi his corporate cronies writing off their debts loans  ,1.0
"many bjp hindu voters have been removed but our local bjp workers sleeping mode tagged modi our but avail mom worried shes huge modi supporter
now ive downloaded voter list app and then ill best know real issue",1.0
ा ै े ू े rahul gujarati poor win you will get 72000 per year gujarati poor rahul you give right now you lose will give you back ,1.0
wow now what would sonia lol how about narendra against sonia,1.0
haha when train failed due follows with stray cattle modis failure but but nehru started space program hahaha much duality thoughts confused intellectual ,-1.0
was disowning himself sin that even the worst critics wouldn’ accuse narendra modi ,-1.0
forgot tell kcr and modi are helping and jagan complained this guy joker,-1.0
rahul sir kindly ask questions modi when the stopped fight day day theyre continues attacks,1.0
hahaha bjp desperation mode one buying your drama crap modi ,-1.0
shame you rahul don’ cross the red line your hatred for modi ,0.0
salute dear modi jii,0.0
"jnu students protests outside the vcs house while his wife was insideu dont speak hindu girls pakistan are raped forcefully marriedu dont speak dont like modi fair enough care about the countryi dont doubt
but why this onesided view",1.0
truth eternal finds its way this the age internet and you cant hide for long time applies both for modi haters and supporters more for the former though,1.0
modis balakot bravado busted his dangerous misadventure unfolds via ,-1.0
she the only white candi avl mgb fight modi ,0.0
should vote modi india became one the fragile five fastest growing nation ,0.0
what modi bjp has done for sawarnas,0.0
"have support modi
reality modi this video ",0.0
officer probing nirav modi case removed reinstated hours later ,0.0
unfortunately the truth kashmir being subject for political gains with all due respect indian armymodi has lied too much even says truth its hard believe him,-1.0
"dont you get modi said hed take india new heights now look your boarding pass again
try keep will you",1.0
are always with you you are defiantly coming 2019 the lion india our favorate world favorate modi jai jawan jai kishan,0.0
this kaudi economist who jobless and has nothing against her name will teach everyone about economics pati aur khudko modi govt mein kuch kaam nahi mila toh saat badminton khelte govt gaali dena start kiya,0.0
booked tickets come hyderabad 10th time vote for modi ,0.0
with this anticipation and ’ delay modi and his bjp team have got hint janatas hopefully would work its manifesto ,0.0
modi big trouble headlines march 2019 abbtakk ,-1.0
heres modi govt report card share with your friends and family let people know what modi did what upa did ,0.0
"here’ why nris support namo
top reasons support modi
ayushman bharat ",1.0
hahaha how much ever tried but wont good and pulling scams they are the principles the school modi learning surely modi cant the biggest scamster india like congress ,1.0
"didnt say anything abt videoright wrong but see the credentials abhisar types most exarmy men would trust army instead these buggers
its not abt anybody else its abt true false above all our nation
and these ppl like ",-1.0
mrmodi government mrmodi administrator,0.0
what about choppar cwg coal vadra and national herald glories preparations when are you going get the generous mind set appreciate the achievements modi govt modi did what the nervous manmohan could not accept,0.0
